date,text
2021-09-19T10:33:50+00:00,"🚛Association is warning that about a third of the UK’s 380,000 lorry drivers may retire within the next five years"
2021-09-19T10:22:59+00:00,"All of Hayao Miyazaki’s characters have their flaws and – no matter how fantastic – their humanity,  writes Pete Docter, the Oscar-winning director of Up"
2021-09-19T10:12:07+00:00,"🗣️ Wed like to meet. Prime Minister, Chancellor, we are ready to sit down,  Andy Burnham says. 

 If you want to level up as much as we do, it can happen - if it’s a partnership"
2021-09-19T09:48:38+00:00,🗣️ I understand that some people are vaccine hesitant...but there’s a vast difference between hesitation and forwarding on dodgy links in the belief that you’re on the right side of the most dangerous war ever waged
2021-09-19T09:35:45+00:00,"🏘️ Zoopla has drawn up a list of the most searched-for roads in Britain. But they are not necessarily the most famous, or the most expensive"
2021-09-19T09:16:05+00:00,"🚨 BREAKING: Jimmy Greaves, the former England, Tottenham and Chelsea footballer has died aged 81"
2021-09-19T09:09:00+00:00,"📽 On screen and off, it seems, Bond is in the midst of a global and personal crisis – and the stakes have never been higher.⁠
⁠
🍿Read the full story"
2021-09-19T08:51:34+00:00,"🚸 The cost of childcare has reached levels that are frankly eye-popping. 

 If both parents work full-time, nursery fees can cost over £13,000 a year per child  | Writes @MichaelPDeacon"
2021-09-19T08:39:35+00:00,"⭐With the young sports star well and truly in the global limelight, she is about to be inundated with business deals, tax advice and investment tips – but not everyone will have her best interests at heart. 

Here is how she should manage her finances👇"
2021-09-19T08:27:28+00:00,🦠The summer has seen an unseasonably large rise in the number of non-Covid respiratory illnesses that had been suppressed over the winter by lockdown
2021-09-19T08:15:38+00:00,"🇦🇫Musicians in Afghanistan who once earned a living from their art are now in fear of their lives, and have gone into hiding. At least one folk singer has already been murdered in a remote province"
2021-09-19T08:03:42+00:00,🦠There is no doubt that long Covid is real – but debate continues over whether it is being overdiagnosed
2021-09-19T07:50:36+00:00,"📱⚠️ Take a wander through the endless corridors of social media, and you could be forgiven for thinking the world’s wrongs could be righted by retweets and Instagram likes"
2021-09-19T07:37:38+00:00,"Not for the first time, it seems that the responsibility for defending liberty has fallen to the English-speaking democracies  | Writes @DanielJHannan"
2021-09-19T07:16:28+00:00,"🏦NatWest has been forced to compensate the family of an 89-year-old dementia sufferer whom the bank allowed to withdraw £16,000 in three instalments despite the withdrawals being completely out of character"
2021-09-19T07:00:45+00:00,🚀The quartet of newly minted citizen astronauts comprising the SpaceX Inspiration4 mission safely splashed down in the Atlantic Ocean off Floridas coast
2021-09-19T06:50:44+00:00,"In fond tributes from members of the Royal family, they reveal his passion for cooking and cookery shows"
2021-09-19T06:40:49+00:00,"The UK is an attractive geopolitical partner, with significant military and diplomatic advantages, that now has the capacity to act more flexibly in global affairs. Emmanuel Macron will just have to get used to that  | Telegraph View"
2021-09-19T06:30:36+00:00,"For some in Germany it amounts to a  declaration of war  on the EU and a threat to the unity of the west.

For the British it is a means of finding our way in the world after Brexit"
2021-09-19T06:21:45+00:00,"The new Foreign Secretary has waded into a major diplomatic row over Britain’s new security pact with the US and Australia, insisting that  freedoms need to be defended . 

Read the full story 👇"
2021-09-19T05:15:44+00:00,John Whaite and Johannes Radebe became the first all-male couple while actress Rose Ayling-Ellis is the first deaf contestant
2021-09-19T04:35:35+00:00,"👰 If you go to the trouble of putting on a white dress and getting your six children gussied up in their bridesmaids-and-pages best, then you’re probably anticipating, at the very least, a relationship reboot"
2021-09-19T03:39:42+00:00,The pandemic has placed a higher value than ever on living spaces
2021-09-19T03:11:56+00:00,"📌Food supply chain problems
📌Surging inflation
📌Covid lockdowns not ruled out

🎅With 100 days until Christmas it may be time to start getting your ducks – or turkeys – in a row"
2021-09-19T02:24:48+00:00,"If youre looking to get into gardening, youll definitely need to find the perfect pots for your plant babies"
2021-09-19T02:11:59+00:00,"For some in Germany it amounts to a  declaration of war  on the EU and a threat to the unity of the west.

For the British it is a means of finding our way in the world after Brexit, a bold and tangible realisation of the promise of Global Britain."
2021-09-19T01:51:07+00:00,"⚠️HSBC said fraud cases involving banking passcodes had leapt 25pc in the last six months. It warned customers not to share the codes, which are often sent by text message by banks to approve a transaction online."
2021-09-19T01:40:19+00:00,"Testing children without Covid-19 symptoms is disrupting their education and should be stopped, the Royal College of Paediatrics and Child Health has warned.

Read more 👇"
2021-09-19T00:56:53+00:00,"Looking back to when I was 40, I think I actually only had five or six days of my monthly cycle that were good days’. My hormones affected everything.  | Writes @MegMathews"
2021-09-19T00:48:00+00:00,My lot – the so-called Boomers – assumed we’d be young and hip forever
2021-09-19T00:13:24+00:00,💼 Not only is losing the over-50s from the workforce damaging to their own personal finances but employers miss out on the experience they bring
2021-09-18T23:42:02+00:00,⭐It’s believed that Wintour had another motive for ensuring that she and Raducanu were sharing the same first-class cabin: the chance to sell her the idea of doing an exclusive American Vogue cover shoot and interview
2021-09-18T23:06:21+00:00,I was a high achiever who was used to digging deep and extending myself beyond my limits every day
2021-09-18T22:56:26+00:00,"🔴 Almost 76 years to the day after Hollywood’s Bloody Friday on October 5 - the International Alliance of Theatrical Stage Employees looks set to ballot members on strike action over savage working conditions. 

Read the full story 👇"
2021-09-18T22:33:27+00:00,"Britain has always been at its best as an outward-looking, positive nation, confident in its ability to innovate, compete and lead. | Writes @trussliz"
2021-09-18T22:23:18+00:00,"The full scale of Michael Goves new domain became clear on Saturday night as Downing Street announced the appointment of Andy Haldane, the former Bank of England chief economist, as a new permanent secretary in Mr Goves former department."
2021-09-18T22:13:16+00:00,The Government’s utopian approach to environmentalism has always come at a cost. But seldom has that cost been so painful as that exacted by Russia’s apparent rigging of the price of gas through its supply company Gazprom. | Writes Simon Heffer
2021-09-18T22:04:06+00:00,"Fifty gazillion people watched Line of Duty and then Motherland suddenly had its moment, and so all these other projects came along. Next year, I need to readdress the work-life balance.’

Read the full interview with Anna Maxwell Martin 👇"
2021-09-18T21:54:49+00:00,"Up to 70 serving police officers have been drafted in to drive ambulances in London amid the growing crisis in the health service, The Telegraph can reveal.

Read more 👇"
2021-09-18T21:44:39+00:00,"🔴 Royal courtiers fear the Duke of York is being failed by the strategy pursued by his London-based legal team, amid growing concern that his  wall of silence  is increasingly damaging the monarchy. 

Read the full story 👇"
2021-09-18T21:34:37+00:00,"The health services digital arm, NHSX, wants the technology - which already automates patient appointments - to speed up the sharing of records between hospitals and GPs.

Read more 👇"
2021-09-18T21:23:43+00:00,"Calls grow for better safeguards to prevent travellers from being priced out. 

Plus, Lord Tyrie on why ministers must consider a price cap. 

Read the full story 👇"
2021-09-18T21:03:24+00:00,The price of allowances traded in Europe hit a record high on September 9 of €62.75 (£54.14) amid expectations of restrictions on supply and use of coal-fired power stations over winter.
2021-09-18T20:53:29+00:00,"📰The front page of tomorrows Sunday Telegraph

Truss defies EU with vow to fight for freedom



Sign up for the Front Page newsletter"
2021-09-18T20:44:58+00:00,"Official figures obtained by The Telegraph show that the Government lost £476,410 as a result of the drop in value of three dozen homes constructed with Grenfell-style cladding."
2021-09-18T20:36:22+00:00,"💃 Strictly Come Dancing 2021 Launch 💃

John Whaite and Johannes Radebe become the first all-male pairing and champion Bill Bailey returns

Anton du Beke joins the judging panel as the celebrities meet their professional partners. 

Heres the latest 👇"
2021-09-18T20:21:26+00:00,✈️ Heathrow airport is locked in a dogfight with airlines over plans to almost double passenger charges as it grapples with one of the biggest debt piles in British corporate history.
2021-09-18T20:14:05+00:00,"In a new policy paper setting out recommendations to keep the pandemic at bay come winter, the former Prime Minister described a Covid pass as  the central policy required to avoid further lockdowns ."
2021-09-18T20:10:07+00:00,The most damaging taxes to growth are corporate tax followed by personal income tax – exactly the ones the Tories are raising.  | Writes @matthewlesh
2021-09-18T20:01:38+00:00,"Rape victims and bereaved families are being left  traumatised  by having to clean up crime scenes in their homes, the Telegraph can reveal."
2021-09-18T19:50:34+00:00,"🤵👰 In recent years blending surnames, has become the new way for newlyweds to get around the thorny issue of  What do we call our family? 

Research shows there has been a substantial increase in couples looking to combine their names into a new surname."
2021-09-18T19:40:17+00:00,"The Queens own estate is to strengthen links to Stonewall’s diversity programmes despite internal fears over a backlash against the charitys controversial transgender position.

Read more 👇"
2021-09-18T19:30:24+00:00,"The Bank of England spent nearly £27,000 on consultants to help it become more diverse, weeks before appointing an Oxford-educated white man as chief economist. 

Read the full story 👇"
2021-09-18T19:21:10+00:00,"In his first intervention on the issue, the Most Rev Justin Welby told The Telegraph that the Government must  put right’ the fact that widows who remarried between 1973 and 2015 are being denied their right to a lifelong pension. 

Read the full story ⬇️"
2021-09-18T19:10:43+00:00,"The BBC has been accused of creating a prejudiced and inaccurate picture of life on board the Royal Navy’s submarines by employing a committed anti-nuclear campaigner as a senior script consultant on the drama Vigil. 

Read the full story 👇"
2021-09-18T19:00:37+00:00,"🐴 Council plans to pedestrianise Castle Hill in early 2022 has meant Windsor Town Horse Drawn Carriages has come under threat of closure. 

Read the full story 👇"
2021-09-18T18:55:41+00:00,"💃 Strictly Come Dancing is well and truly back 💃 

Sequins and shimmies at the ready! Strictly has returned, bringing us Saturday-night sparkle every weekend from now until Christmas. 

Heres everything you need to know 👇"
2021-09-18T18:51:25+00:00,"Critics have praised Raven for the honesty with which he portrayed the privileged classes of his era; in fact, he portrayed them through the prism of his own cynicism – and to settle scores with thinly-disguised persons from his own experience."
2021-09-18T18:41:24+00:00,Something is going to have to be done very differently if there is to be real– not faked – industrial revival. What must be central to this is the idea of the citizen-consumer as having real power over what succeeds and what does not.| Writes Janet Daley
2021-09-18T18:20:52+00:00,"📺 It claims to give a voice to ideas that the mainstream media shy away from.

It gleefully breaches political correctness and has become required viewing for Right-of-centre voters – despite having just lost its leading light. 

And no, it isnt GB News."
2021-09-18T18:10:26+00:00,"Britain can overtake its European rivals to take a lead in the hydrogen power race following its departure from the EU, according to the boss of Italian energy giant Snam.

Read more 👇"
2021-09-18T17:59:20+00:00,"Dorries is a fierce supporter of Boris Johnson who has branded licence fee funding as  outdated  and thrown her weight behind decriminalisation campaigns. 

Read more 👇"
2021-09-18T17:50:21+00:00,"🗣️Christopher Kelly, said the appointment of women of colour and celebrities from more diverse backgrounds, such as Naomi Campbell, will help ensure the Commonwealth’s relevance in years to come"
2021-09-18T17:41:51+00:00,"🇺🇸🇬🇧 This weekend’s Conscious Life Expo is a Californian import thats taking place in two cities simultaneously: Los Angeles and London. 

It has been running for 20 years in America, but this is the first time it has been held in Britain"
2021-09-18T17:32:09+00:00,"Today, former PM Tony Blair has called on the Government to introduce vaccine passports now or  risk further lockdowns. 

@PaulNuki and @sneweyy spoke to leading experts and look at three options for how things might pan out over the next six months 👇"
2021-09-18T17:32:09+00:00,"An ugly scenario - one in which a hard lockdown was forced by factors beyond our control - is much less likely but could be caused by a new vaccine-evading variant of Covid.

A recent Sage paper described this as a  reasonable possibility , meaning it was between 40-50 percent  probable."
2021-09-18T17:32:09+00:00,"Alastair McLellan, editor of the Health Service Journal, is not optimistic. Asked for his good, bad or ugly prediction:

 Its either going to be bad or very ugly. The obvious thing to say is that its bad right now.  The system is already very overstretched."
2021-09-18T17:32:07+00:00,"What does the bad outcome look like?

Experts say a bad outcome will essentially be what the UK has seen twice before.

Cases rise again, followed by growth in hospitalisations and deaths. Masks, vaccine passports and stronger communications are introduced but to no avail."
2021-09-18T17:32:06+00:00,"The best case scenario 👇

Things continue largely as they are, with everything open and people - slowly but surely - returning to life as normal.

Andrew Lilico, a proponent of this view, believes that  in England at least, the coronavirus epidemic is now de facto at an end ."
2021-09-18T17:32:06+00:00,"The only real question we Britons are asking at the moment is this: will there be another lockdown this winter?

We spoke to many of the country’s leading experts. Here are their thoughts on the months ahead. 

Thread 🧵👇"
2021-09-18T16:54:44+00:00,"🏙️Only a few months ago it seemed as though every city in the UK was seeing a mass exodus as people fled to coastal areas or the countryside.

But, in actual fact, the number of people choosing urban living is on the rise"
2021-09-18T16:49:05+00:00,A two-year-old girl was killed after falling from a horse during a hunt in North Yorkshire.
2021-09-18T16:46:52+00:00,"🔴In the week Victoria Beckham announced her battle to  future proof  her fashion brand with a range of cut price haute couture, her lawyers were beginning a fight of their very own."
2021-09-18T16:37:20+00:00,🚦 A London council is to scrap seven low-traffic neighbourhoods after encountering overwhelming public opposition and discovering how they cause increased congestion on nearby roads.
2021-09-18T16:34:09+00:00,"⛰️Kate Ballard lost her brother Tom to climbing. Her mother Alison Hargreaves, the first female climber to conquer Everest solo, died climbing K2 24 years earlier"
2021-09-18T16:25:06+00:00,"Since I have nowhere to live and nothing to do (except fret about houses), I enthusiastically agree. Only later it dawns on me I am 40, single and going on my first family holiday in decades.

Read more from @katieglassST 👇"
2021-09-18T16:16:08+00:00,"🍂From harvesting seeds for next summer to some hedge trimming, these tasks should prepare you well Autumn and beyond"
2021-09-18T15:56:26+00:00,"🧳 Industry is warning that even a January deadline for full border controls may be missed, all while competitors across the Channel have an upper hand.

Read the full story 👇"
2021-09-18T15:54:38+00:00,"Andrew Jackson was transporting his daughter’s showjumper, Disney, on the M6 when the lorry suffered engine failure and came to a halt on the inside live lane.

Read the full story 👇"
2021-09-18T15:37:29+00:00,🎾Emma Raducanu is wanted as the face of a campaign to make every public tennis court in the country free to use for children and low-income families
2021-09-18T15:28:28+00:00,"A music professor has resigned in protest at  dogmatic  attitudes to decolonisation which could stop students learning Beethoven and Wagner. 

Read more 👇"
2021-09-18T15:18:28+00:00,"I am of the belief that Covid has made us all very ill, but not in the way we think it has  | Writes Bryony Gordon"
2021-09-18T15:06:58+00:00,"🇷🇺After the poisoning and jailing of opposition leader Alexei Navalny, not a week goes by without the arrest of another activist or sanctions against independent media.

The ruling United Russia Party is taking no chances in this weekend’s parliamenta..."
2021-09-18T14:54:22+00:00,"Church leaders have expressed their anger and frustration at priests who helped blockade the M25, saying they are  not helping  the cause of tackling climate change.

This article is free to read 👇"
2021-09-18T14:41:10+00:00,"Munira Mirza and Dougie Smith have never sought fame or public recognition, and actively try to avoid it. 

But you can guarantee that they have affected how you are living your life right now"
2021-09-18T14:29:56+00:00,"✍️  Either things run too quickly and develop into a new relationship at a fast speed...Or, a new romance lasts for four hours and ends with both parties blocking each other on all social media"
2021-09-18T14:18:24+00:00,"🗺️With a unique sense of place, a remote hotel can deliver that hard-to-pin-down sense of a true escape"
2021-09-18T14:07:20+00:00,Handing down gold in Middle Eastern and Asian culture has happened for centuries but the latest generation have other ideas
2021-09-18T13:56:10+00:00,🔴The Government has sought to calm fears that the situation could get worse over winter as demand for gas rises due to colder weather
2021-09-18T13:45:23+00:00,🔴 Professors at the University of Exeter have threatened a rebellion after being told to use tweets not textbooks because archives are biased
2021-09-18T13:32:00+00:00,"❌ Our reader is suspicious of her husbands platonic relationship with a female friend. ⁠
⁠
💬 She turned to The Midults for advice 👇"
2021-09-18T13:10:43+00:00,"🔴 EXCLUSIVE: Three shots will come to be viewed as the necessary requirement to be fully vaccinated against Covid-19, Dr Anthony Fauci has told The Telegraph"
2021-09-18T13:08:20+00:00,🔴France has dismissed the UK as a  junior partner  and US  vassal  desperate to prove Global Britain isn’t a pipe dream in the  opportunistic  submarine deal it struck with America and Australia to leave France out in the cold
2021-09-18T12:57:14+00:00,No woman should ever be made to feel that her personal style is engineered to attract an objectifying male gaze
2021-09-18T12:34:14+00:00,This is why the young and the old don’t get on any more: they never actually talk to each other  | Writes @MichaelPDeacon
2021-09-18T12:27:05+00:00,"This is a terrible heresy I know, but I’m not a massive fan of Nicole Kidman. She leaves me a bit cold. She always has  | Writes Victoria Coren Mitchell"
2021-09-18T12:10:09+00:00,"It’s often said that Ibstock Place, the school that Nadhim Zahawi, the new Education Secretary – and I – attended, is one of London’s best kept secrets"
2021-09-18T11:57:05+00:00,"We need a party that shows sensible judgement and compassion

The Conservatives lose elections when they stop being the Conservative Party’

Do you think the Party has lost touch with Conservatism? Heres what our readers had to say 👇"
2021-09-18T11:38:04+00:00,"🏦 Mortgage rates have reached a historic low with the launch of a new 0.79 percent  loan, the lowest ever recorded in Britain"
2021-09-18T11:26:30+00:00,"📺  British TV is doing just fine without the government’s assistance, as countless Emmy nominations for I May Destroy You and The Crown amply prove"
2021-09-18T11:05:27+00:00,"💬A fifth of baby boomers say the pandemic has had no real negative effects on their life, despite accusing young people of being selfish for not always obeying Covid rules"
2021-09-18T10:53:02+00:00,"🔴Two professional dancers on Strictly Come Dancing have refused to take a Covid vaccine.

The pair are reported to be the only professionals, out of a total of 18, who were not vaccinated"
2021-09-18T10:47:54+00:00,"🔴Mass migration due to climate change may lead to an increase in racial tensions and community clashes in the UK, police have been warned"
2021-09-18T10:37:43+00:00,✍️ I fear true normality is still some years away
2021-09-18T10:16:36+00:00,"💷Rishi Sunak is determined to address a debt burden that has hit 100 percent  of GDP for the first time since Beatlemania was sweeping the nation, blown out by both the financial crisis and then Covid"
2021-09-18T10:05:08+00:00,The time has surely come to merge the Foreign Office with the Department for International Trade to create a super-ministry  | Writes @mattlynnwriter
2021-09-18T09:54:01+00:00,"🎸Queen rose to the top in what may have been the most hedonistic period of pop history.

 Boy, you wouldn’t get away with any of that stuff now. More’s the pity"
2021-09-18T09:44:52+00:00,"❌They are supposed to protect the public from scammers, yet government agencies have slashed spending on anti-fraud warnings – even as criminals run riot"
2021-09-18T09:32:40+00:00,🏥The number of health directors on salaries of over £110k has tripled in a decade
2021-09-18T09:18:56+00:00,🚗Some secondhand cars are selling for more than the advertised prices of their new equivalents following crippling shortages in the automotive industry
2021-09-18T09:08:00+00:00,"💬 What do you do when you’ve been left on delivered’ for two hours? Are you being benched, cushioned, or, worse still, completely pied? ⁠

😘 Welcome to the world of 21st-century relationships, where a new maze of dating lingo has taken hold"
2021-09-18T09:06:41+00:00,🎾 We sometimes forget how extraordinarily raw Emma Raducanu is. She is at such an early juncture of her career that she has still not won a tour match or even contested a three-setter
2021-09-18T08:47:37+00:00,"📺TalkTV, which it is said Murdoch has backed against the advice of some of his senior executives, is viewed as his latest rebuke to those who sought to bring him down"
2021-09-18T08:35:24+00:00,The Government wants public service broadcasters to make shows that promote  Britishness
2021-09-18T08:23:02+00:00,The police have to balance the right to protest with the safety of others and in this case they failed the wider public  | Writes @CamillaTominey
2021-09-18T08:05:43+00:00,"💉Under new government rules all staff in registered care homes in England must be fully vaccinated against Covid-19 from November 11, unless medically exempt"
2021-09-18T07:45:45+00:00,Tiggy Legge-Bourke has been offered  significant  damages by the BBC for distressing smears spread by Martin Bashir
2021-09-18T06:24:19+00:00,"💊Face-to-face GP appointments cant return to pre-pandemic levels without more funding to help expand surgeries, a British Medical Association chairman has claimed"
2021-09-18T05:23:43+00:00,"Do you have a motoring dilemma youd like our expert to solve?  For consumer and used car advice, or car faults, email CarsAdvice@telegraph.co.uk and include your subscriber number"
2021-09-18T03:14:10+00:00,BBC blockbuster Strictly Come Dancing returns to our screens this Saturday for its 19th series
2021-09-18T02:44:48+00:00,"Shakespeare was no rigid ideological structure, then, but a unique container’ open to all influences and available to all comers; he mustn’t be anchored, fixed, allowed to rust in imposed ignominy.  | Writes @domcavendish"
2021-09-18T01:46:15+00:00,"📸 In a truly equal marriage, however, neither partner is relegated to the shadows so the other can shine"
2021-09-18T01:33:54+00:00,"More than half of people suffering from long Covid may not have the condition and may just be suffering from normal bouts of ill health, research from the Office for National Statistics suggests"
2021-09-18T00:50:07+00:00,Anyone who’s seen a single frame of the first two series will know that this is not going to end well
2021-09-17T23:56:34+00:00,"🔦Urban dwellers who move to the countryside should expect to use torches instead of streetlights, the Government’s climate change adviser has told MPs"
2021-09-17T23:28:07+00:00,⚖️Belly fat is one of those things that can be difficult to deal with even if you’re otherwise in admirable shape
2021-09-17T23:01:06+00:00,"An independent Scotland faces painful austerity and currency attacks as it struggles to fill an £8.5bn financial black hole, a leading think tank has warned"
2021-09-17T22:17:41+00:00,"If that is the case, there is no reason to think it cannot succeed in challenging Britain’s big four lenders. That is, as long as it can stay away from football  | Writes @jamestitcomb"
2021-09-17T22:03:31+00:00,Sturgeon 1.0 believes very firmly in Scottish exceptionalism  | Writes @MrTCHarris
2021-09-17T21:46:33+00:00,👔⚠️Britain is facing a tie shortage as shops admit that a return to offices and an increase in weddings has left them struggling for stock
2021-09-17T21:36:20+00:00,"A treatment for coronavirus which cuts deaths by a fifth for those who are immunosuppressed is to be available from next week, the Government has announced"
2021-09-17T21:24:35+00:00,"While nurses have seen their pay fall in real terms over the past decade during an era of austerity, the ranks of these richly-rewarded health bosses have swelled dramatically"
2021-09-17T21:14:42+00:00,"One of Nicola Sturgeon’s fiercest internal critics believes she will be ousted from parliament after being targeted with  abuse, threats and smears  from within the SNP over her stance on transgender rights"
2021-09-17T21:04:51+00:00,Russia has been accused of increasing gas prices in a bid to undermine Britain and the EU’s economic recovery from the Covid-19 pandemic
2021-09-17T20:53:01+00:00,The UK is set to cut red tape on gene-edited crops in a post-Brexit move that could see products like less-bitter kale hit British supermarket shelves in the future
2021-09-17T20:47:53+00:00,"📰The front page of tomorrows Daily Telegraph:

Russia accused of rigging gas prices



Sign up for the Front Page newsletter"
2021-09-17T20:33:32+00:00,❌A health minister and close ally of Matt Hancock has left the Government after becoming embroiled in a number of controversies in recent months
2021-09-17T20:20:41+00:00,"➡️Earlier on Friday, a top French diplomat spoke under anonymity of a  crisis  in relations with the U.S.

🔎Read more 👇"
2021-09-17T20:16:21+00:00,🔴Scotlands NHS crisis has become so bad that GPs say they need a Nightingale hospital to cope
