date,text
2022-01-22T01:12:04+00:00,"Thich Nhat Hanh, revered Zen Buddhist monk and peace activist, dies at 95"
2022-01-22T00:35:45+00:00,Fatal Attraction review – stage thriller is an affair to forget
2022-01-22T00:24:17+00:00,Raducanu leaves Melbourne with no regrets but new desire to ‘stay at the top’
2022-01-22T00:14:12+00:00,Kanye West wants to approve final edit of Netflix documentary Jeen-Yuhs
2022-01-22T00:03:50+00:00,"Average UK first-time buyer is now older than 30, says Halifax"
2022-01-21T23:53:43+00:00,Fixating on phonics will not help young readers | Letters
2022-01-21T23:46:30+00:00,Benjamina Ebuehi’s recipe for marmalade roly-poly | The sweet spot
2022-01-21T23:23:15+00:00,"Brian Laundrie admitted in notebook to killing Gabby Petito, FBI says"
2022-01-21T23:20:12+00:00,Mike Ashley takes legal action against Newcastle co-owner Amanda Staveley
2022-01-21T23:10:33+00:00,Elon Musk offers to send terminals to restore internet to volcano-hit Tonga
2022-01-21T23:05:16+00:00,Alex Dombrandt’s late heroics earn Harlequins thrilling win over Castres
2022-01-21T23:01:06+00:00,William Wragg to discuss No 10 ‘blackmail’ allegations with police
2022-01-21T22:52:30+00:00,Yemen: drone footage shows scale of destruction after airstrike on prison – video
2022-01-21T22:48:30+00:00,‘Quiet fabulosity’: remote New Zealand church gets pink makeover to celebrate queer community
2022-01-21T22:43:05+00:00,Duncan Ferguson steps up to plate at Everton with Ancelotti’s backing
2022-01-21T22:41:02+00:00,The tragedy of our current political farce | Letter
2022-01-21T22:34:56+00:00,Record-breaker Sam Kerr out on her own after remarkable Matildas scoreline | Joey Lynch
2022-01-21T22:29:54+00:00,Azeem Rafiq: ‘The ECB needs a reset of its morals and values – simple as that’ | Donald McRae
2022-01-21T22:24:28+00:00,"‘Flying blind’: Australia faces 10,000 long Covid cases by the end of the year"
2022-01-21T22:19:36+00:00,Easy wins: strengthen your pelvic floor a little more every day
2022-01-21T22:14:23+00:00,Norwich’s Josh Sargent doubles up on a dark night for Watford
2022-01-21T21:59:42+00:00,"Guardian front page, Saturday 22 January 2022: Show us all the evidence on No 10 parties, Johnson told"
2022-01-21T21:55:20+00:00,Ronnie Scott’s to host ‘amnesty’ for unwanted lockdown instruments
2022-01-21T21:50:21+00:00,Living review – Bill Nighy tackles life and death in exquisitely sad drama
2022-01-21T21:40:56+00:00,Islamic State attacks prison in Syria and military base in Iraq
2022-01-21T21:30:51+00:00,Fresh review – modern dating is hell in sly and gory thriller
2022-01-21T21:25:50+00:00,"Cadwalladr reports on Arron Banks’ Russia links of huge public interest, court hears"
2022-01-21T21:21:23+00:00,Family’s death at US-Canada border underscores desperate journeys of migrants
2022-01-21T21:12:58+00:00,Draft Trump order told defense chief to seize swing-state voting machines
2022-01-21T21:09:42+00:00,Rethink for skyscraper near Grenfell site with single fire escape staircase
2022-01-21T21:04:24+00:00,Seth Meyers on failed voting rights bill: ‘Republicans are waging war on democracy’
2022-01-21T20:58:55+00:00,Cocktail of the week: Pantechnicon’s sake and smoked clementine | The good mixer
2022-01-21T20:52:23+00:00,Wayne Rooney to Everton may not make sense but it sounds seductively real | Barney Ronay
2022-01-21T20:50:10+00:00,Morgan’s men bid to lift the dark clouds hovering over English cricket
2022-01-21T20:44:40+00:00,Martin Rowson on Boris Johnson’s position as Europe faces war — cartoon
2022-01-21T20:39:31+00:00,'I'm not God. I can't win every match': Osaka upbeat after Australian Open exit – video
2022-01-21T20:34:23+00:00,"Vulnerable Malians could ‘pay the price’ of heavy sanctions, warn aid groups"
2022-01-21T20:28:51+00:00,Rare photo of Charles Dickens sporting ‘glorious’ moustache goes on show
2022-01-21T20:22:18+00:00,Rory McIlroy battles his game and the wind on brutal day in the desert
2022-01-21T20:17:02+00:00,Yemen: Saudi-led airstrike on rebel-run prison kills at least 60 and wounds 200
2022-01-21T20:06:56+00:00,Tottenham growing confident of signing Adama Traoré from Wolves
2022-01-21T20:04:55+00:00,British fugitive arrested in Spain 24 hours after appeal launched
2022-01-21T19:50:38+00:00,'I thought of God and my family': Tongan survivor on spending 24 hours at sea – video
2022-01-21T19:46:28+00:00,The Guardian view on NHS privatisation: the wrong treatment | Editorial
2022-01-21T19:42:10+00:00,"Oligarchs use London law firms to intimidate journalists, MPs say"
2022-01-21T19:39:08+00:00,London NHS hospitals bought £36m of services from US healthcare firm HCA last year
2022-01-21T19:33:44+00:00,Fugees cancel reunion tour due to Covid concerns
2022-01-21T19:30:36+00:00,PM facing calls to ensure all evidence is published in No 10 parties inquiry
2022-01-21T19:18:48+00:00,Watford v Norwich City: Premier League – live!
2022-01-21T19:16:39+00:00,"Employers ‘rushing’ to terminate enterprise agreements, Australian unions say"
2022-01-21T19:16:38+00:00,"As Australian students prepare to leave Covid lockdowns in the past, teachers are frustrated by the lack of planning"
2022-01-21T19:16:37+00:00,"I’m not complaining that WA is staying shut. Like many, I’m just grieving for lost time | Calla Wahlquist"
2022-01-21T19:16:37+00:00,US taskforce defending election officials makes first arrest
2022-01-21T19:13:22+00:00,Biden’s administration is in shambles. It’s not entirely his fault | Osita Nwanevu
2022-01-21T19:09:12+00:00,Dutch creator of The Voice accused of victim-blaming over abuse claims on show
2022-01-21T19:06:58+00:00,‘Women like to be afraid watching horror’: why Romola Garai swapped costume dramas for gore
2022-01-21T19:00:39+00:00,Man in Scottish court denies being international fugitive with 16 aliases
2022-01-21T19:00:00+00:00,"The Black Cop is an intimate portrait of Gamal 'G' Turawa, an ex-Met police officer, and his memories of racism, homophobia, remorse and resistance.

Watch the documentary here: 

@CherishOteka @EmpressFilms @TheDocSociety @bfinetwork"
2022-01-21T18:38:20+00:00,The smell of money: why locals think Peru’s billion-dollar fishmeal sector stinks
2022-01-21T18:23:30+00:00,IMF warns China over cost of Covid lockdowns
2022-01-21T18:17:16+00:00,Former Qatar 2022 employee facing fresh legal action over loan payments
2022-01-21T18:05:52+00:00,Encanto’s We Don’t Talk About Bruno becomes first Disney song to reach UK No 1
2022-01-21T18:04:48+00:00,Ineos faces legal challenge over plans for plastics plant in Antwerp
2022-01-21T18:00:01+00:00,Whodunnit? Ask Emma Thompson and her surprise super-sleuths
2022-01-21T17:53:06+00:00,All aboard for a distracting announcement | Brief letters
2022-01-21T17:53:05+00:00,"Boris Johnson’s history is catching up with him, says Welsh first minister"
2022-01-21T17:53:05+00:00,British man killed by stray bullet as he lay in bed in Atlanta
2022-01-21T17:50:31+00:00,It’s the Tory Hunger Games all over again – only this time with pork pies | Marina Hyde
2022-01-21T17:40:10+00:00,Tory whips allegedly tried to smear Christian Wakeford after defection
2022-01-21T17:38:48+00:00,Klein review – composer explodes convention into brilliant fragments
2022-01-21T17:29:36+00:00,Rangnick shows signs of shaping longer-term Manchester United future
2022-01-21T17:08:24+00:00,Energy bills crisis: UK business leaders demand urgent action
